task_id,iteration,eval_step,prop_step,num_samples,num_proposals,score
3,34,7,7,34,34,0.0
3,35,7,7,35,35,0.0
3,36,8,8,36,36,0.0
3,37,8,8,37,37,0.0
3,38,8,8,38,38,0.0
3,39,8,8,39,39,0.0
3,40,8,8,40,40,0.0
3,41,9,9,41,41,0.0
3,42,9,9,42,42,0.0
3,43,9,9,43,43,0.0
3,44,9,9,44,44,0.0
3,45,9,9,45,45,0.0
3,46,10,10,46,46,0.0
3,47,10,10,47,47,0.0
3,48,10,10,48,48,0.0
3,49,10,10,49,49,0.0
3,50,10,10,50,50,0.0
3,51,11,11,51,51,0.0
4,0,0,0,0,0,0.0
4,1,1,1,1,1,0.0
4,2,1,1,2,2,0.0
4,3,1,1,3,3,0.0
4,4,1,1,4,4,0.0
4,5,1,1,5,5,0.0
4,6,2,2,6,6,0.0
4,7,2,2,7,7,0.0
4,8,2,2,8,8,0.0
4,9,2,2,9,9,0.0
4,10,2,2,10,10,0.0
4,11,3,3,11,11,0.0
4,12,3,3,12,12,0.0
4,13,3,3,13,13,0.0
4,14,3,3,14,14,0.0
4,15,3,3,15,15,0.6150627615062761
4,16,4,4,16,16,0.616842105263158
4,17,4,4,17,17,0.6170212765957447
4,18,4,4,18,18,0.6170212765957447
4,19,4,4,19,19,0.6223628691983123
4,20,4,4,20,20,0.6223628691983123
4,21,5,5,21,21,0.6223628691983123
4,22,5,5,22,22,0.6223628691983123
4,23,5,5,23,23,0.6223628691983123
4,24,5,5,24,24,0.6223628691983123
4,25,5,5,25,25,0.6223628691983123
4,26,6,6,26,26,0.6223628691983123
4,27,6,6,27,27,0.6223628691983123
4,28,6,6,28,28,0.993103448275862
4,29,6,6,29,29,0.993103448275862
4,30,6,6,30,30,0.993103448275862
4,31,7,7,31,31,0.993103448275862
4,32,7,7,32,32,0.993103448275862
4,33,7,7,33,33,0.993103448275862
4,34,7,7,34,34,0.993103448275862
4,35,7,7,35,35,0.993103448275862
4,36,8,8,36,36,1.0034013605442178
4,37,8,8,37,37,1.0034013605442178
4,38,8,8,38,38,1.0034013605442178
4,39,8,8,39,39,1.0034013605442178
4,40,8,8,40,40,1.0034013605442178
4,41,9,9,41,41,1.0034129692832765
4,42,9,9,42,42,1.0034129692832765
4,43,9,9,43,43,1.0034129692832765
4,44,9,9,44,44,1.0034129692832765
4,45,9,9,45,45,1.0034129692832765
4,46,10,10,46,46,1.0034129692832765
4,47,10,10,47,47,1.0034129692832765
4,48,10,10,48,48,1.0034129692832765
4,49,10,10,49,49,1.0034129692832765
4,50,10,10,50,50,1.0034129692832765
4,51,11,11,51,51,1.0034129692832765
5,0,0,0,0,0,0.0
5,1,1,1,1,1,0.0
5,2,1,1,2,2,0.0
5,3,1,1,3,3,0.0
5,4,1,1,4,4,0.0
5,5,1,1,5,5,0.0
5,6,2,2,6,6,0.0
5,7,2,2,7,7,0.0
5,8,2,2,8,8,0.0
5,9,2,2,9,9,0.0
5,10,2,2,10,10,0.0
5,11,3,3,11,11,0.0
5,12,3,3,12,12,0.0
5,13,3,3,13,13,0.0
5,14,3,3,14,14,0.0
5,15,3,3,15,15,0.0
5,16,4,4,16,16,0.0
5,17,4,4,17,17,0.0
5,18,4,4,18,18,0.0
5,19,4,4,19,19,0.0
5,20,4,4,20,20,0.0
5,21,5,5,21,21,0.0
5,22,5,5,22,22,0.0
5,23,5,5,23,23,0.0
5,24,5,5,24,24,0.0
5,25,5,5,25,25,0.0
5,26,6,6,26,26,0.0
5,27,6,6,27,27,0.0
5,28,6,6,28,28,0.0
5,29,6,6,29,29,0.0
5,30,6,6,30,30,0.0
5,31,7,7,31,31,0.0
5,32,7,7,32,32,0.9866666666666668
5,33,7,7,33,33,0.9966216216216216
5,34,7,7,34,34,1.0
5,35,7,7,35,35,1.0
5,36,8,8,36,36,1.0
5,37,8,8,37,37,1.006872852233677
5,38,8,8,38,38,1.006872852233677
5,39,8,8,39,39,1.0102040816326532
5,40,8,8,40,40,1.0102040816326532
5,41,9,9,41,41,1.0102040816326532
5,42,9,9,42,42,1.0102040816326532
5,43,9,9,43,43,1.0102040816326532
5,44,9,9,44,44,1.0102040816326532
5,45,9,9,45,45,1.0102040816326532
5,46,10,10,46,46,1.0102040816326532
5,47,10,10,47,47,1.0102040816326532
5,48,10,10,48,48,1.0102040816326532
5,49,10,10,49,49,1.0102040816326532
5,50,10,10,50,50,1.0102040816326532
6,0,0,0,0,0,0.0
6,1,1,1,1,1,0.0
6,2,1,1,2,2,0.0
6,3,1,1,3,3,0.0
6,4,1,1,4,4,0.0
6,5,1,1,5,5,0.0
6,6,2,2,6,6,0.0
6,7,2,2,7,7,0.0
6,8,2,2,8,8,0.0
6,9,2,2,9,9,0.0
6,10,2,2,10,10,0.0
6,11,3,3,11,11,0.0
6,12,3,3,12,12,0.0
6,13,3,3,13,13,0.0
6,14,3,3,14,14,0.946768060836502
6,15,3,3,15,15,0.946768060836502
6,16,4,4,16,16,0.946768060836502
6,17,4,4,17,17,0.946768060836502
6,18,4,4,18,18,0.946768060836502
6,19,4,4,19,19,0.946768060836502
6,20,4,4,20,20,0.946768060836502
6,21,5,5,21,21,0.946768060836502
6,22,5,5,22,22,0.946768060836502
6,23,5,5,23,23,0.946768060836502
6,24,5,5,24,24,0.946768060836502
6,25,5,5,25,25,0.946768060836502
6,26,6,6,26,26,0.946768060836502
6,27,6,6,27,27,0.946768060836502
6,28,6,6,28,28,0.946768060836502
6,29,6,6,29,29,0.946768060836502
6,30,6,6,30,30,0.946768060836502
6,31,7,7,31,31,0.946768060836502
6,32,7,7,32,32,0.946768060836502
6,33,7,7,33,33,0.946768060836502
6,34,7,7,34,34,0.9509433962264152
6,35,7,7,35,35,0.9509433962264152
6,36,8,8,36,36,0.9509433962264152
6,37,8,8,37,37,0.9509433962264152
6,38,8,8,38,38,0.9509433962264152
6,39,8,8,39,39,0.9509433962264152
6,40,8,8,40,40,0.9509433962264152
6,41,9,9,41,41,0.9509433962264152
6,42,9,9,42,42,0.9509433962264152
6,43,9,9,43,43,0.9509433962264152
6,44,9,9,44,44,0.9509433962264152
6,45,9,9,45,45,0.9509433962264152
6,46,10,10,46,46,0.9509433962264152
6,47,10,10,47,47,0.9509433962264152
6,48,10,10,48,48,0.9509433962264152
6,49,10,10,49,49,0.9509433962264152
6,50,10,10,50,50,0.9509433962264152
6,51,11,11,51,51,0.9509433962264152
7,0,0,0,0,0,0.0
7,1,1,1,1,1,0.0
7,2,1,1,2,2,0.0
7,3,1,1,3,3,0.0
7,4,1,1,4,4,0.0
7,5,1,1,5,5,0.0
7,6,2,2,6,6,0.0
7,7,2,2,7,7,0.0
7,8,2,2,8,8,0.0
7,9,2,2,9,9,0.0
7,10,2,2,10,10,0.0
7,11,3,3,11,11,0.0
7,12,3,3,12,12,0.0
7,13,3,3,13,13,0.0
7,14,3,3,14,14,0.0
7,15,3,3,15,15,0.0
7,16,4,4,16,16,0.0
7,17,4,4,17,17,0.0
7,18,4,4,18,18,0.0
7,19,4,4,19,19,0.0
7,20,4,4,20,20,0.0
7,21,5,5,21,21,0.0
7,22,5,5,22,22,0.0
7,23,5,5,23,23,0.0
7,24,5,5,24,24,0.0
7,25,5,5,25,25,0.0
7,26,6,6,26,26,0.0
7,27,6,6,27,27,0.0
7,28,6,6,28,28,0.0
7,29,6,6,29,29,0.0
7,30,6,6,30,30,0.0
7,31,7,7,31,31,0.0
7,32,7,7,32,32,0.0
7,33,7,7,33,33,0.0
7,34,7,7,34,34,0.0
7,35,7,7,35,35,0.0
7,36,8,8,36,36,0.0
7,37,8,8,37,37,0.0
7,38,8,8,38,38,0.0
7,39,8,8,39,39,0.0
7,40,8,8,40,40,0.0
7,41,9,9,41,41,0.0
7,42,9,9,42,42,0.0
7,43,9,9,43,43,1.002680965147453
7,44,9,9,44,44,1.002680965147453
7,45,9,9,45,45,1.002680965147453
7,46,10,10,46,46,1.002680965147453
7,47,10,10,47,47,1.002680965147453
7,48,10,10,48,48,1.002680965147453
7,49,10,10,49,49,1.002680965147453
7,50,10,10,50,50,1.002680965147453
7,51,11,11,51,51,1.002680965147453
8,0,0,0,0,0,0.0
8,1,1,1,1,1,0.0
8,2,1,1,2,2,0.0
8,3,1,1,3,3,0.0
8,4,1,1,4,4,0.0
8,5,1,1,5,5,0.0
8,6,2,2,6,6,0.0
8,7,2,2,7,7,0.0
8,8,2,2,8,8,0.0
8,9,2,2,9,9,0.0
8,10,2,2,10,10,0.0
8,11,3,3,11,11,0.0
8,12,3,3,12,12,0.0
8,13,3,3,13,13,0.0
8,14,3,3,14,14,0.0
8,15,3,3,15,15,0.0
8,16,4,4,16,16,0.0
8,17,4,4,17,17,0.0
8,18,4,4,18,18,0.0
8,19,4,4,19,19,0.0
8,20,4,4,20,20,0.0
8,21,5,5,21,21,0.0
8,22,5,5,22,22,0.0
8,23,5,5,23,23,0.0
8,24,5,5,24,24,0.0
8,25,5,5,25,25,0.0
8,26,6,6,26,26,0.0
8,27,6,6,27,27,0.0
8,28,6,6,28,28,0.0
8,29,6,6,29,29,0.0
8,30,6,6,30,30,0.0
8,31,7,7,31,31,0.0252380952380952
8,32,7,7,32,32,0.0252380952380952
8,33,7,7,33,33,0.0252380952380952
8,34,7,7,34,34,0.0252380952380952
8,35,7,7,35,35,0.0252380952380952
8,36,8,8,36,36,0.0252380952380952
8,37,8,8,37,37,0.0252380952380952
8,38,8,8,38,38,0.0252380952380952
8,39,8,8,39,39,0.9743589743589745
8,40,8,8,40,40,0.9743589743589745
8,41,9,9,41,41,0.9743589743589745
8,42,9,9,42,42,0.9743589743589745
8,43,9,9,43,43,0.9743589743589745
8,44,9,9,44,44,0.9743589743589745
8,45,9,9,45,45,0.9847328244274808
8,46,10,10,46,46,0.9847328244274808
8,47,10,10,47,47,0.9847328244274808
8,48,10,10,48,48,0.9847328244274808
8,49,10,10,49,49,0.9847328244274808
8,50,10,10,50,50,0.9847328244274808
8,51,11,11,51,51,0.9847328244274808
9,0,0,0,0,0,0.0
9,1,1,1,1,1,0.0
9,2,1,1,2,2,0.0
9,3,1,1,3,3,0.0
9,4,1,1,4,4,0.0
9,5,1,1,5,5,0.0
9,6,2,2,6,6,0.0
9,7,2,2,7,7,0.0
9,8,2,2,8,8,0.0
9,9,2,2,9,9,0.0
9,10,2,2,10,10,0.0
9,11,3,3,11,11,0.9326241134751774
9,12,3,3,12,12,0.9326241134751774
9,13,3,3,13,13,0.9326241134751774
9,14,3,3,14,14,0.9420289855072465
9,15,3,3,15,15,0.9420289855072465
9,16,4,4,16,16,0.9562043795620436
9,17,4,4,17,17,0.9562043795620436
9,18,4,4,18,18,0.9562043795620436
9,19,4,4,19,19,0.9562043795620436
9,20,4,4,20,20,0.9562043795620436
9,21,5,5,21,21,0.9562043795620436
9,22,5,5,22,22,0.9562043795620436
9,23,5,5,23,23,0.9562043795620436
9,24,5,5,24,24,0.9562043795620436
9,25,5,5,25,25,0.9562043795620436
9,26,6,6,26,26,0.9562043795620436
9,27,6,6,27,27,0.9562043795620436
9,28,6,6,28,28,0.9562043795620436
9,29,6,6,29,29,0.9562043795620436
9,30,6,6,30,30,0.9562043795620436
9,31,7,7,31,31,0.9562043795620436
9,32,7,7,32,32,0.9562043795620436
9,33,7,7,33,33,1.003875968992248
9,34,7,7,34,34,1.003875968992248
9,35,7,7,35,35,2.595190380761523
9,36,8,8,36,36,2.611336032388664
9,37,8,8,37,37,2.611336032388664
9,38,8,8,38,38,2.611336032388664
9,39,8,8,39,39,2.611336032388664
9,40,8,8,40,40,2.611336032388664
9,41,9,9,41,41,2.611336032388664
9,42,9,9,42,42,2.611336032388664
9,43,9,9,43,43,2.611336032388664
9,44,9,9,44,44,2.611336032388664
9,45,9,9,45,45,2.611336032388664
9,46,10,10,46,46,2.611336032388664
9,47,10,10,47,47,2.611336032388664
9,48,10,10,48,48,2.611336032388664
9,49,10,10,49,49,2.611336032388664
9,50,10,10,50,50,2.611336032388664
10,0,0,0,0,0,0.0
10,1,1,1,1,1,0.0
10,2,1,1,2,2,0.0
10,3,1,1,3,3,0.0
10,4,1,1,4,4,0.0
10,5,1,1,5,5,0.0
10,6,2,2,6,6,0.0
10,7,2,2,7,7,0.0
10,8,2,2,8,8,0.0
10,9,2,2,9,9,0.0
10,10,2,2,10,10,0.0
10,11,3,3,11,11,0.0
10,12,3,3,12,12,0.0
10,13,3,3,13,13,0.0
10,14,3,3,14,14,0.0
10,15,3,3,15,15,0.9430604982206404
10,16,4,4,16,16,0.950877192982456
10,17,4,4,17,17,0.950877192982456
10,18,4,4,18,18,0.950877192982456
10,19,4,4,19,19,0.950877192982456
10,20,4,4,20,20,0.950877192982456
10,21,5,5,21,21,0.950877192982456
10,22,5,5,22,22,0.950877192982456
10,23,5,5,23,23,0.950877192982456
10,24,5,5,24,24,0.950877192982456
10,25,5,5,25,25,0.9515570934256056
10,26,6,6,26,26,0.9515570934256056
10,27,6,6,27,27,0.9515570934256056
10,28,6,6,28,28,0.9515570934256056
10,29,6,6,29,29,0.9515570934256056
10,30,6,6,30,30,0.9515570934256056
10,31,7,7,31,31,1.0073260073260073
10,32,7,7,32,32,1.0073260073260073
10,33,7,7,33,33,1.0073260073260073
10,34,7,7,34,34,1.0073260073260073
10,35,7,7,35,35,1.0073260073260073
10,36,8,8,36,36,1.0073260073260073
10,37,8,8,37,37,1.0073260073260073
10,38,8,8,38,38,1.0073260073260073
10,39,8,8,39,39,1.0073260073260073
10,40,8,8,40,40,1.0073260073260073
10,41,9,9,41,41,1.0073260073260073
10,42,9,9,42,42,1.0076045627376429
10,43,9,9,43,43,1.0076045627376429
10,44,9,9,44,44,1.0076045627376429
10,45,9,9,45,45,1.0076045627376429
10,46,10,10,46,46,1.0076045627376429
10,47,10,10,47,47,1.0076045627376429
10,48,10,10,48,48,1.0076045627376429
10,49,10,10,49,49,1.0076045627376429
10,50,10,10,50,50,1.0076045627376429
10,51,11,11,51,51,1.0076045627376429
11,0,0,0,0,0,0.0
11,1,1,1,1,1,0.0
11,2,1,1,2,2,0.0
11,3,1,1,3,3,0.0
11,4,1,1,4,4,0.0
11,5,1,1,5,5,0.0
11,6,2,2,6,6,0.0
11,7,2,2,7,7,0.0
11,8,2,2,8,8,0.0
11,9,2,2,9,9,0.0
11,10,2,2,10,10,0.0
11,11,3,3,11,11,0.0
11,12,3,3,12,12,0.0
11,13,3,3,13,13,0.0
11,14,3,3,14,14,0.0
11,15,3,3,15,15,0.8335329341317366
11,16,4,4,16,16,0.8335329341317366
11,17,4,4,17,17,0.8335329341317366
11,18,4,4,18,18,0.8335329341317366
11,19,4,4,19,19,0.8335329341317366
11,20,4,4,20,20,0.8335329341317366
11,21,5,5,21,21,0.8335329341317366
11,22,5,5,22,22,0.8335329341317366
11,23,5,5,23,23,0.8335329341317366
11,24,5,5,24,24,0.8335329341317366
11,25,5,5,25,25,0.8485576923076922
11,26,6,6,26,26,0.851581508515815
11,27,6,6,27,27,0.8583850931677018
11,28,6,6,28,28,0.8583850931677018
11,29,6,6,29,29,0.860576923076923
11,30,6,6,30,30,0.860576923076923
11,31,7,7,31,31,0.860576923076923
11,32,7,7,32,32,1.020408163265306
11,33,7,7,33,33,1.020408163265306
11,34,7,7,34,34,1.020408163265306
11,35,7,7,35,35,1.020408163265306
11,36,8,8,36,36,1.020408163265306
11,37,8,8,37,37,1.020408163265306
11,38,8,8,38,38,1.020408163265306
11,39,8,8,39,39,1.020408163265306
11,40,8,8,40,40,1.020408163265306
11,41,9,9,41,41,1.020408163265306
11,42,9,9,42,42,1.020408163265306
11,43,9,9,43,43,1.020408163265306
11,44,9,9,44,44,1.020408163265306
11,45,9,9,45,45,1.020408163265306
11,46,10,10,46,46,1.020408163265306
11,47,10,10,47,47,1.020408163265306
11,48,10,10,48,48,1.020408163265306
11,49,10,10,49,49,1.020408163265306
11,50,10,10,50,50,1.020408163265306
12,0,0,0,0,0,0.0
12,1,1,1,1,1,0.0
12,2,1,1,2,2,0.0
12,3,1,1,3,3,0.0
12,4,1,1,4,4,0.0
12,5,1,1,5,5,0.0
12,6,2,2,6,6,0.0
12,7,2,2,7,7,0.0
12,8,2,2,8,8,0.0
12,9,2,2,9,9,0.0
12,10,2,2,10,10,0.0
12,11,3,3,11,11,0.0
12,12,3,3,12,12,0.0
12,13,3,3,13,13,0.9198113207547168
12,14,3,3,14,14,0.9198113207547168
12,15,3,3,15,15,0.9216589861751152
12,16,4,4,16,16,0.9266055045871558
12,17,4,4,17,17,0.9302325581395348
12,18,4,4,18,18,0.9302325581395348
12,19,4,4,19,19,0.9302325581395348
12,20,4,4,20,20,0.9302325581395348
12,21,5,5,21,21,0.9302325581395348
12,22,5,5,22,22,0.9302325581395348
12,23,5,5,23,23,0.9302325581395348
12,24,5,5,24,24,0.9302325581395348
12,25,5,5,25,25,0.9302325581395348
12,26,6,6,26,26,0.9302325581395348
12,27,6,6,27,27,0.935483870967742
12,28,6,6,28,28,0.935483870967742
12,29,6,6,29,29,0.935483870967742
12,30,6,6,30,30,0.935483870967742
12,31,7,7,31,31,0.935483870967742
12,32,7,7,32,32,0.9900497512437813
12,33,7,7,33,33,0.9900497512437813
12,34,7,7,34,34,0.9949748743718592
12,35,7,7,35,35,0.9949748743718592
12,36,8,8,36,36,0.9949748743718592
12,37,8,8,37,37,0.9949748743718592
12,38,8,8,38,38,0.9949748743718592
12,39,8,8,39,39,0.9949748743718592
12,40,8,8,40,40,0.9949748743718592
12,41,9,9,41,41,0.9949748743718592
12,42,9,9,42,42,1.0
12,43,9,9,43,43,1.0
12,44,9,9,44,44,1.0
12,45,9,9,45,45,1.0
12,46,10,10,46,46,1.0
12,47,10,10,47,47,1.0
12,48,10,10,48,48,1.0
12,49,10,10,49,49,1.0
12,50,10,10,50,50,1.0
13,0,0,0,0,0,0.0
13,1,1,1,1,1,0.0
13,2,1,1,2,2,0.0
13,3,1,1,3,3,0.0
13,4,1,1,4,4,0.0
13,5,1,1,5,5,0.0
13,6,2,2,6,6,0.0
13,7,2,2,7,7,0.0
13,8,2,2,8,8,0.0
13,9,2,2,9,9,0.0
13,10,2,2,10,10,0.0
13,11,3,3,11,11,0.0
13,12,3,3,12,12,0.0
13,13,3,3,13,13,0.0
13,14,3,3,14,14,0.9069767441860463
13,15,3,3,15,15,0.9069767441860463
13,16,4,4,16,16,0.9069767441860463
13,17,4,4,17,17,0.9089968976215096
13,18,4,4,18,18,0.9097664543524416
13,19,4,4,19,19,0.9097664543524416
13,20,4,4,20,20,0.9097664543524416
13,21,5,5,21,21,0.9097664543524416
13,22,5,5,22,22,0.9097664543524416
13,23,5,5,23,23,0.9097664543524416
13,24,5,5,24,24,0.9097664543524416
13,25,5,5,25,25,0.9976717112922004
13,26,6,6,26,26,0.9976717112922004
13,27,6,6,27,27,0.9976717112922004
13,28,6,6,28,28,0.9976717112922004
13,29,6,6,29,29,0.9976717112922004
13,30,6,6,30,30,0.9976717112922004
13,31,7,7,31,31,0.9976717112922004
13,32,7,7,32,32,0.9976717112922004
13,33,7,7,33,33,0.9976717112922004
13,34,7,7,34,34,0.9976717112922004
13,35,7,7,35,35,0.9976717112922004
13,36,8,8,36,36,0.9976717112922004
13,37,8,8,37,37,0.9976717112922004
13,38,8,8,38,38,0.9988358556461
13,39,8,8,39,39,0.9988358556461
13,40,8,8,40,40,1.0
13,41,9,9,41,41,1.0
13,42,9,9,42,42,1.0
13,43,9,9,43,43,1.0023282887077998
13,44,9,9,44,44,1.0023282887077998
13,45,9,9,45,45,1.0023282887077998
13,46,10,10,46,46,1.0023282887077998
13,47,10,10,47,47,1.0023282887077998
13,48,10,10,48,48,1.0023282887077998
13,49,10,10,49,49,1.0058616647127785
13,50,10,10,50,50,1.0058616647127785
13,51,11,11,51,51,1.0058616647127785
14,0,0,0,0,0,0.0
14,1,1,1,1,1,0.0
14,2,1,1,2,2,0.0
14,3,1,1,3,3,0.0
14,4,1,1,4,4,0.0
14,5,1,1,5,5,0.0
14,6,2,2,6,6,0.0
14,7,2,2,7,7,0.0
14,8,2,2,8,8,0.0
14,9,2,2,9,9,0.0
14,10,2,2,10,10,0.0
14,11,3,3,11,11,0.0
14,12,3,3,12,12,0.0
14,13,3,3,13,13,0.0
14,14,3,3,14,14,0.0
14,15,3,3,15,15,0.9710391822827938
14,16,4,4,16,16,0.9710391822827938
14,17,4,4,17,17,0.9710391822827938
14,18,4,4,18,18,0.9710391822827938
14,19,4,4,19,19,0.9710391822827938
14,20,4,4,20,20,0.9710391822827938
14,21,5,5,21,21,0.9710391822827938
14,22,5,5,22,22,0.9710391822827938
14,23,5,5,23,23,0.9710391822827938
14,24,5,5,24,24,0.9710391822827938
14,25,5,5,25,25,0.9710391822827938
14,26,6,6,26,26,0.9710391822827938
