task_id,iteration,eval_step,prop_step,num_samples,num_proposals,score
10,7,14,7,70,35,1.0073529411764706
10,8,16,8,80,40,1.0073529411764706
10,9,18,9,90,45,1.0073529411764706
10,10,20,10,100,50,1.0073529411764706
11,0,0,0,0,0,0.0
11,1,2,1,10,5,0.1745547073791349
11,2,4,2,20,10,0.9794520547945206
11,3,6,3,30,15,0.9873239436619718
11,4,8,4,40,20,0.9873239436619718
11,5,10,5,50,25,0.9873239436619718
11,6,12,6,60,30,0.9873239436619718
11,7,14,7,70,35,0.9873239436619718
11,8,16,8,80,40,0.9873239436619718
11,9,18,9,90,45,0.9873239436619718
11,10,20,10,100,50,0.9941262848751836
12,0,0,0,0,0,0.0
12,1,2,1,10,5,0.1177514792899408
12,2,4,2,20,10,0.9266055045871558
12,3,6,3,30,15,1.0
12,4,8,4,40,20,1.0
12,5,10,5,50,25,1.0050251256281406
12,6,12,6,60,30,1.0050251256281406
12,7,14,7,70,35,1.0050251256281406
12,8,16,8,80,40,1.0050251256281406
12,9,18,9,90,45,1.0050251256281406
12,10,20,10,100,50,1.0050251256281406
13,0,0,0,0,0,0.0
13,1,2,1,10,5,0.421078431372549
13,2,4,2,20,10,1.0035005834305717
13,3,6,3,30,15,1.0035005834305717
13,4,8,4,40,20,1.0035005834305717
13,5,10,5,50,25,1.0035005834305717
13,6,12,6,60,30,1.0035005834305717
13,7,14,7,70,35,1.0035005834305717
13,8,16,8,80,40,1.0035005834305717
13,9,18,9,90,45,1.0035005834305717
13,10,20,10,100,50,1.0035005834305717
14,0,0,0,0,0,0.0
14,1,2,1,10,5,0.1382211538461538
14,2,4,2,20,10,0.9459016393442624
14,3,6,3,30,15,0.9459016393442624
14,4,8,4,40,20,0.959731543624161
14,5,10,5,50,25,0.959731543624161
14,6,12,6,60,30,0.959731543624161
14,7,14,7,70,35,1.0
14,8,16,8,80,40,1.0104166666666667
14,9,18,9,90,45,1.0104166666666667
14,10,20,10,100,50,1.0104166666666667
15,0,0,0,0,0,0.0
15,1,2,1,10,5,0.5657342657342657
15,2,4,2,20,10,0.5771428571428572
15,3,6,3,30,15,0.5771428571428572
15,4,8,4,40,20,0.8562367864693445
15,5,10,5,50,25,1.93006993006993
15,6,12,6,60,30,1.9507042253521127
15,7,14,7,70,35,1.9507042253521127
15,8,16,8,80,40,4.012269938650307
15,9,18,9,90,45,4.012269938650307
15,10,20,10,100,50,4.012269938650307
