task_id,iteration,eval_step,prop_step,num_samples,num_proposals,score
7,6,13,6,13,6,0.0
7,7,15,7,15,7,0.0
7,8,17,8,17,8,0.0
7,9,19,9,19,9,0.0
7,10,21,10,21,10,0.0
8,0,0,0,0,0,0.0
8,1,3,1,3,1,0.0
8,2,5,2,5,2,0.0
8,3,7,3,7,3,0.0
8,4,9,4,9,4,0.0
8,5,11,5,11,5,0.0
8,6,13,6,13,6,0.0
8,7,15,7,15,7,0.0
8,8,17,8,17,8,0.0
8,9,19,9,19,9,0.0
8,10,21,10,21,10,0.0
9,0,0,0,0,0,0.0
9,1,4,1,4,1,0.9450549450549453
9,2,7,2,7,2,2.5907258064516125
9,3,10,3,10,3,2.9988465974625145
9,4,12,4,12,4,3.0034129692832767
9,5,14,5,14,5,3.0034129692832767
9,6,16,6,16,6,3.0034129692832767
9,7,18,7,18,7,3.0068337129840548
9,8,20,8,20,8,3.0068337129840548
9,9,23,9,23,9,3.0562060889929743
9,10,25,10,25,10,3.061465721040189
10,0,0,0,0,0,0.0
10,1,4,1,4,1,0.9477351916376306
10,2,6,2,6,2,0.9501779359430604
10,3,8,3,8,3,0.9547038327526132
10,4,10,4,10,4,0.9547038327526132
10,5,12,5,12,5,0.9547038327526132
10,6,14,6,14,6,0.9547038327526132
10,7,16,7,16,7,0.9547038327526132
10,8,18,8,18,8,0.9547038327526132
10,9,20,9,20,9,0.9547038327526132
10,10,22,10,22,10,0.9548611111111112
11,0,0,0,0,0,0.0
11,1,4,1,4,1,0.7578947368421053
11,2,7,2,7,2,0.8451380552220888
11,3,9,3,9,3,0.8451380552220888
11,4,11,4,11,4,0.8497596153846154
11,5,14,5,14,5,1.7014218009478674
11,6,16,6,16,6,1.7014218009478674
11,7,19,7,19,7,1.7203791469194314
11,8,21,8,21,8,1.7203791469194314
11,9,23,9,23,9,1.7203791469194314
11,10,25,10,25,10,1.7203791469194314
12,0,0,0,0,0,0.0
12,1,4,1,4,1,0.9299065420560748
12,2,6,2,6,2,0.9299065420560748
12,3,8,3,8,3,0.9299065420560748
12,4,10,4,10,4,0.9299065420560748
12,5,12,5,12,5,0.9299065420560748
12,6,14,6,14,6,0.9299065420560748
12,7,16,7,16,7,0.9299065420560748
12,8,18,8,18,8,0.9299065420560748
12,9,20,9,20,9,0.9299065420560748
12,10,22,10,22,10,0.9299065420560748
13,0,0,0,0,0,0.0
13,1,4,1,4,1,0.0681746031746031
13,2,7,2,7,2,0.3064056939501779
13,3,10,3,10,3,1.137748344370861
13,4,12,4,12,4,1.137748344370861
13,5,14,5,14,5,1.1436170212765957
13,6,17,6,17,6,1.2067510548523206
13,7,19,7,19,7,1.2067510548523206
13,8,21,8,21,8,1.2067510548523206
13,9,23,9,23,9,1.2067510548523206
13,10,25,10,25,10,1.2274678111587982
14,0,0,0,0,0,0.0
14,1,4,1,4,1,0.9744027303754266
14,2,6,2,6,2,0.9744027303754266
14,3,8,3,8,3,0.9744027303754266
14,4,11,4,11,4,1.0105820105820107
14,5,14,5,14,5,2.0392857142857146
14,6,16,6,16,6,2.048951048951049
14,7,18,7,18,7,2.050179211469534
14,8,21,8,21,8,2.27734375
14,9,24,9,24,9,2.287937743190662
14,10,26,10,26,10,2.287937743190662
15,0,0,0,0,0,0.0
15,1,4,1,4,1,0.8675847457627118
15,2,6,2,6,2,0.8675847457627118
15,3,8,3,8,3,0.8675847457627118
15,4,10,4,10,4,0.8675847457627118
15,5,12,5,12,5,0.8675847457627118
15,6,14,6,14,6,0.8675847457627118
15,7,17,7,17,7,0.8675847457627118
15,8,19,8,19,8,0.8675847457627118
15,9,21,9,21,9,0.8675847457627118
15,10,24,10,24,10,0.9336384439359268
